Date,Close
2024-07-24,313.1099853515625
2024-07-25,310.80999755859375
2024-07-26,310.5899963378906
2024-07-29,309.0
2024-07-30,304.7200012207031
2024-07-31,300.010009765625
2024-08-01,299.6300048828125
2024-08-02,292.3599853515625
2024-08-05,286.1600036621094
2024-08-06,295.0
2024-08-07,349.239990234375
2024-08-08,368.4599914550781
2024-08-09,365.0
2024-08-12,368.0299987792969
2024-08-13,368.9700012207031
2024-08-14,370.57000732421875
2024-08-15,373.69000244140625
2024-08-16,373.69000244140625
2024-08-19,373.07000732421875
2024-08-20,373.04998779296875
2024-08-21,375.1000061035156
2024-08-22,372.69000244140625
2024-08-23,370.70001220703125
2024-08-26,360.489990234375
2024-08-27,363.42999267578125
2024-08-28,362.45001220703125
2024-08-29,362.0
2024-08-30,364.9700012207031
2024-09-03,355.1600036621094
2024-09-04,355.3500061035156
2024-09-05,354.8599853515625
2024-09-06,354.6199951171875
2024-09-09,364.3900146484375
2024-09-10,359.3500061035156
2024-09-11,361.7099914550781
2024-09-12,384.510009765625
2024-09-13,379.6099853515625
2024-09-16,385.7699890136719
2024-09-17,382.57000732421875
2024-09-18,383.010009765625
2024-09-19,389.739990234375
2024-09-20,393.2900085449219
2024-09-23,393.94000244140625
2024-09-24,393.6600036621094
2024-09-25,395.260009765625
2024-09-26,393.25
2024-09-27,395.3399963378906
2024-09-30,399.6000061035156
2024-10-01,399.2200012207031
2024-10-02,404.510009765625
2024-10-03,415.04998779296875
2024-10-04,421.79998779296875
2024-10-07,420.8299865722656
2024-10-08,426.989990234375
2024-10-09,432.1400146484375
2024-10-10,428.760009765625
2024-10-11,434.9800109863281
2024-10-14,437.9800109863281
2024-10-15,434.1199951171875
2024-10-16,433.8299865722656
2024-10-17,434.4800109863281
2024-10-18,438.04998779296875
2024-10-21,443.9800109863281
2024-10-22,449.6099853515625
2024-10-23,442.69000244140625
2024-10-24,443.1199951171875
2024-10-25,444.5199890136719
2024-10-28,444.7699890136719
2024-10-29,444.0
2024-10-30,439.0
2024-10-31,423.5
2024-11-01,425.8399963378906
2024-11-04,431.57000732421875
2024-11-05,441.0899963378906
2024-11-06,459.5199890136719
2024-11-07,468.75
2024-11-08,603.1799926757812
2024-11-11,616.1400146484375
2024-11-12,595.1799926757812
2024-11-13,601.2899780273438
2024-11-14,604.5599975585938
2024-11-15,599.3499755859375
2024-11-18,600.0
2024-11-19,610.2000122070312
2024-11-20,609.8200073242188
2024-11-21,631.27001953125
2024-11-22,636.9500122070312
2024-11-25,619.0
2024-11-26,632.1599731445312
2024-11-27,634.9600219726562
2024-11-29,646.9600219726562
2024-12-02,636.3900146484375
2024-12-03,669.8699951171875
2024-12-04,687.3900146484375
2024-12-05,689.780029296875
2024-12-06,687.6900024414062
2024-12-09,642.5900268554688
2024-12-10,637.4500122070312
2024-12-11,642.4500122070312
2024-12-12,636.4099731445312
2024-12-13,644.9099731445312
2024-12-16,649.2999877929688
2024-12-17,635.760009765625
2024-12-18,609.9600219726562
2024-12-19,615.6799926757812
2024-12-20,631.6900024414062
2024-12-23,624.1400146484375
2024-12-24,631.25
2024-12-26,623.7999877929688
2024-12-27,610.97998046875
2024-12-30,604.3200073242188
2024-12-31,594.3200073242188
2025-01-02,596.489990234375
2025-01-03,601.0599975585938
2025-01-06,570.7100219726562
2025-01-07,562.030029296875
2025-01-08,577.3400268554688
2025-01-10,570.0
2025-01-13,568.6799926757812
2025-01-14,579.7999877929688
2025-01-15,580.0
2025-01-16,585.8400268554688
2025-01-17,593.8900146484375
2025-01-21,605.5800170898438
2025-01-22,607.5999755859375
2025-01-23,613.3800048828125
2025-01-24,610.3200073242188
2025-01-27,604.6799926757812
2025-01-28,637.530029296875
2025-01-29,639.969970703125
2025-01-30,653.4299926757812
2025-01-31,652.1799926757812
2025-02-03,658.1099853515625
2025-02-04,662.9099731445312
2025-02-05,680.52001953125
2025-02-06,677.4000244140625
2025-02-07,679.239990234375
2025-02-10,677.8499755859375
2025-02-11,669.260009765625
2025-02-12,665.0800170898438
2025-02-13,664.7000122070312
2025-02-14,683.4099731445312
2025-02-18,710.010009765625
2025-02-19,593.4199829101562
2025-02-20,541.8099975585938
2025-02-21,513.219970703125
2025-02-24,499.7300109863281
2025-02-25,496.6499938964844
2025-02-26,572.4000244140625
2025-02-27,525.4400024414062
2025-02-28,528.4500122070312
2025-03-03,525.75
2025-03-04,528.280029296875
2025-03-05,534.9600219726562
2025-03-06,499.30999755859375
2025-03-07,526.4000244140625
2025-03-10,515.4500122070312
2025-03-11,526.6400146484375
2025-03-12,557.8900146484375
2025-03-13,534.5599975585938
2025-03-14,556.260009765625
2025-03-17,554.8200073242188
2025-03-18,539.989990234375
2025-03-19,568.1099853515625
2025-03-20,558.4099731445312
2025-03-21,560.0
2025-03-24,572.52001953125
2025-03-25,577.1799926757812
2025-03-26,559.0599975585938
2025-03-27,550.6500244140625
2025-03-28,534.9500122070312
2025-03-31,525.9500122070312
2025-04-01,541.2000122070312
2025-04-02,558.4199829101562
2025-04-03,539.6900024414062
2025-04-04,497.1300048828125
2025-04-07,502.54998779296875
2025-04-08,504.0299987792969
2025-04-09,559.8400268554688
2025-04-10,551.25
2025-04-11,567.97998046875
2025-04-14,574.8300170898438
2025-04-15,578.4199829101562
2025-04-16,571.8499755859375
2025-04-17,559.530029296875
2025-04-21,541.9299926757812
2025-04-22,555.52001953125
2025-04-23,576.9000244140625
2025-04-24,590.6699829101562
2025-04-25,603.780029296875
2025-04-28,602.4600219726562
2025-04-29,611.1300048828125
2025-04-30,613.2999877929688
2025-05-01,621.0999755859375
2025-05-02,628.1599731445312
2025-05-05,621.4000244140625
2025-05-06,601.6699829101562
2025-05-07,601.8200073242188
2025-05-08,686.8300170898438
2025-05-09,684.5900268554688
2025-05-12,693.0999755859375
2025-05-13,724.77001953125
2025-05-14,728.530029296875
2025-05-15,728.3900146484375
2025-05-16,733.1799926757812
2025-05-19,742.3200073242188
2025-05-20,742.75
2025-05-21,735.3800048828125
2025-05-22,723.75
2025-05-23,731.3699951171875
2025-05-27,746.0800170898438
2025-05-28,751.0
2025-05-29,730.2899780273438
2025-05-30,750.3599853515625
2025-06-02,758.5700073242188
2025-06-03,759.0700073242188
2025-06-04,780.0
2025-06-05,788.3599853515625
2025-06-06,791.8499755859375
2025-06-09,783.7999877929688
2025-06-10,762.6599731445312
2025-06-11,778.3599853515625
2025-06-12,775.2000122070312
2025-06-13,780.6300048828125
2025-06-16,780.6099853515625
2025-06-17,777.5399780273438
2025-06-18,770.7899780273438
2025-06-20,777.3200073242188
2025-06-23,783.239990234375
2025-06-24,794.25
2025-06-25,785.0700073242188
2025-06-26,803.9500122070312
2025-06-27,818.5999755859375
2025-06-30,827.9400024414062
2025-07-01,775.3800048828125
2025-07-02,774.5499877929688
2025-07-03,795.47998046875
2025-07-07,802.1599731445312
2025-07-08,790.219970703125
2025-07-09,805.8599853515625
2025-07-10,732.989990234375
2025-07-11,729.6199951171875
2025-07-14,750.260009765625
2025-07-15,745.8699951171875
2025-07-16,742.77001953125
2025-07-17,745.8599853515625
2025-07-18,756.0900268554688
2025-07-21,751.5499877929688
2025-07-22,720.739990234375
2025-07-23,705.219970703125
2025-07-24,709.260009765625
2025-07-25,735.010009765625
2025-07-28,736.2899780273438
2025-07-29,728.739990234375
2025-07-30,748.5999755859375
2025-07-31,755.489990234375
2025-08-01,742.469970703125
2025-08-04,744.8800048828125
2025-08-05,867.1199951171875
2025-08-06,863.6500244140625
2025-08-07,870.969970703125
2025-08-08,842.5
2025-08-11,818.6900024414062
2025-08-12,768.5700073242188
2025-08-13,765.52001953125
2025-08-14,749.8300170898438
2025-08-15,754.239990234375
2025-08-18,791.6199951171875
2025-08-19,758.2899780273438
2025-08-20,760.8900146484375
2025-08-21,763.510009765625
2025-08-22,766.239990234375
2025-08-25,763.52001953125
2025-08-26,769.02001953125
2025-08-27,769.6799926757812
2025-08-28,781.9000244140625
2025-08-29,747.2899780273438
2025-09-02,743.5900268554688
2025-09-03,725.2899780273438
2025-09-04,730.1599731445312
2025-09-05,728.4099731445312
2025-09-08,740.6099853515625
2025-09-09,731.97998046875
2025-09-10,747.5499877929688
2025-09-11,751.1099853515625
2025-09-12,756.1300048828125
2025-09-15,760.7899780273438
2025-09-16,750.6699829101562
2025-09-17,751.8099975585938
2025-09-18,766.469970703125
2025-09-19,774.530029296875
2025-09-22,775.9199829101562
2025-09-23,777.5800170898438
2025-09-24,698.02001953125
2025-09-25,712.1500244140625
2025-09-26,708.8400268554688
2025-09-29,716.02001953125
2025-09-30,717.6400146484375
2025-10-01,711.3400268554688
2025-10-02,720.530029296875
2025-10-03,715.510009765625
2025-10-06,721.5900268554688
2025-10-07,714.5999755859375
2025-10-08,727.4099731445312
2025-10-09,734.0399780273438
2025-10-10,703.030029296875
2025-10-13,710.0
2025-10-14,704.6699829101562
2025-10-15,644.989990234375
2025-10-16,652.1699829101562
2025-10-17,670.6799926757812
2025-10-20,683.1300048828125
2025-10-21,707.0399780273438
2025-10-22,701.0900268554688
2025-10-23,716.3900146484375
2025-10-24,735.9500122070312
2025-10-27,749.0
2025-10-28,755.0
2025-10-29,759.4400024414062
2025-10-30,738.8800048828125
2025-10-31,732.22998046875
2025-11-03,724.0999755859375
2025-11-04,706.1300048828125
2025-11-05,639.530029296875
2025-11-06,587.1400146484375
2025-11-07,602.510009765625
2025-11-10,584.6900024414062
2025-11-11,572.1799926757812
2025-11-12,569.510009765625
2025-11-13,557.2899780273438
2025-11-14,554.3699951171875
2025-11-17,543.22998046875
2025-11-18,533.77001953125
2025-11-19,531.0900268554688
2025-11-20,519.6099853515625
2025-11-21,521.989990234375
2025-11-24,524.5999755859375
2025-11-25,528.8900146484375
2025-11-26,533.1699829101562
2025-11-28,540.1400146484375
2025-12-01,533.2100219726562
2025-12-02,537.75
2025-12-03,543.5499877929688
2025-12-04,550.6099853515625
2025-12-05,550.9500122070312
2025-12-08,553.1199951171875
2025-12-09,546.6500244140625
2025-12-10,568.3900146484375
2025-12-11,581.030029296875
2025-12-12,564.280029296875
2025-12-15,551.7899780273438
2025-12-16,555.0599975585938
2025-12-17,550.0
2025-12-18,563.280029296875
2025-12-19,594.2000122070312
2025-12-22,600.1900024414062
2025-12-23,591.02001953125
2025-12-24,591.1500244140625
2025-12-26,583.8400268554688
2025-12-29,580.5499877929688
2025-12-30,572.1099853515625
2025-12-31,567.9299926757812
2026-01-02,563.4500122070312
2026-01-05,591.1599731445312
2026-01-06,626.6500244140625
2026-01-07,620.9099731445312
2026-01-08,612.97998046875
2026-01-09,631.6900024414062
2026-01-12,631.72998046875
2026-01-13,641.510009765625
2026-01-14,629.219970703125
2026-01-15,637.1900024414062
2026-01-16,636.0399780273438
2026-01-20,620.52001953125
2026-01-21,610.25
2026-01-22,607.2899780273438
2026-01-23,613.1400146484375
2026-01-26,605.0700073242188
2026-01-27,610.219970703125
2026-01-28,549.8599853515625
2026-01-29,509.5799865722656
2026-01-30,483.5799865722656
2026-02-02,459.989990234375
2026-02-03,451.2900085449219
2026-02-04,430.6499938964844
2026-02-05,399.6499938964844
2026-02-06,414.20001220703125
2026-02-09,433.7699890136719
2026-02-10,446.9700012207031
2026-02-11,434.45001220703125
2026-02-12,435.80999755859375
2026-02-13,429.6700134277344
2026-02-17,431.94000244140625
2026-02-18,430.1199951171875
2026-02-19,441.1199951171875
2026-02-20,433.9100036621094
2026-02-23,423.44000244140625
2026-02-24,442.510009765625
2026-02-25,520.1799926757812
2026-02-26,550.1900024414062
2026-02-27,542.4000244140625
2026-03-02,572.02001953125
2026-03-03,579.0900268554688
2026-03-04,569.8099975585938
2026-03-05,570.489990234375
2026-03-06,574.010009765625
2026-03-09,559.0599975585938
2026-03-10,529.969970703125
2026-03-11,517.5700073242188
2026-03-12,499.3999938964844
2026-03-13,496.17999267578125
2026-03-16,489.6400146484375
2026-03-17,506.57000732421875
2026-03-18,508.4100036621094
2026-03-19,502.17999267578125
2026-03-20,496.2699890136719
2026-03-23,507.2799987792969
2026-03-24,456.6000061035156
2026-03-25,460.1499938964844
2026-03-26,450.4599914550781
2026-03-27,429.94000244140625
2026-03-30,415.07000732421875
2026-03-31,424.69000244140625
2026-04-01,423.57000732421875
2026-04-02,412.80999755859375
2026-04-06,413.07000732421875
2026-04-07,372.8699951171875
2026-04-08,391.5299987792969
2026-04-09,351.3299865722656
2026-04-10,345.94000244140625
2026-04-13,359.6300048828125
2026-04-14,380.8599853515625
2026-04-15,402.17999267578125
2026-04-16,393.0799865722656
2026-04-17,402.8500061035156
2026-04-20,403.75
2026-04-21,404.9200134277344
2026-04-22,403.1499938964844
2026-04-23,392.6400146484375
2026-04-24,397.1199951171875
